target_id,anchor_year,season_phase,s1_selected_date,optical_date,sar_variable,optical_variable,paired_n,pearson_r,spearman_rho
2015|late_season|2015-08-26|ascending|15,2015,late_season,2015-08-26,2015-08-26,VV_db,NDVI,3555,-0.057505771849211414,-0.04525332611769909
2015|late_season|2015-08-26|ascending|15,2015,late_season,2015-08-26,2015-08-26,VV_db,NDWI,3555,0.03690253182204736,0.03599409460664116
2015|late_season|2015-08-26|ascending|15,2015,late_season,2015-08-26,2015-08-26,VV_db,MNDWI,3555,-0.12303599453361527,-0.12062559262385106
2015|late_season|2015-08-26|ascending|15,2015,late_season,2015-08-26,2015-08-26,VV_db,LSWI,3555,-0.11522217656090507,-0.12824945391769563
2015|late_season|2015-08-26|ascending|15,2015,late_season,2015-08-26,2015-08-26,VH_db,NDVI,3555,0.03373547397307731,5.9001773013114734e-05
2015|late_season|2015-08-26|ascending|15,2015,late_season,2015-08-26,2015-08-26,VH_db,NDWI,3555,-0.03613962064250244,-0.00118378531184832
2015|late_season|2015-08-26|ascending|15,2015,late_season,2015-08-26,2015-08-26,VH_db,MNDWI,3555,-0.011093301659288648,-0.011740614776970212
2015|late_season|2015-08-26|ascending|15,2015,late_season,2015-08-26,2015-08-26,VH_db,LSWI,3555,0.022829476156638724,-0.021925914982711268
2015|late_season|2015-08-26|ascending|15,2015,late_season,2015-08-26,2015-08-26,VV_minus_VH_db,NDVI,3555,-0.07828731678808828,-0.04762266155870261
2015|late_season|2015-08-26|ascending|15,2015,late_season,2015-08-26,2015-08-26,VV_minus_VH_db,NDWI,3555,0.062295075632808145,0.03835991683972349
2015|late_season|2015-08-26|ascending|15,2015,late_season,2015-08-26,2015-08-26,VV_minus_VH_db,MNDWI,3555,-0.0982158464464134,-0.10253460582252578
2015|late_season|2015-08-26|ascending|15,2015,late_season,2015-08-26,2015-08-26,VV_minus_VH_db,LSWI,3555,-0.11961631948421322,-0.10426995092746312
2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,VV_db,NDVI,1886,-0.027601944758450393,-0.032850162953754376
2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,VV_db,NDWI,1886,-0.006714661477404335,0.002155375721453956
2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,VV_db,MNDWI,1886,-0.11823523414561808,-0.07350251811430278
2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,VV_db,LSWI,1886,-0.08692757045413889,-0.09074299414480831
2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,VH_db,NDVI,1886,0.07607681094182016,0.014668549009663084
2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,VH_db,NDWI,1886,-0.08249279151647887,-0.015471210113127878
2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,VH_db,MNDWI,1886,0.011551770369104444,0.051442987564037444
2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,VH_db,LSWI,1886,0.08159721300158636,0.043585916649528315
2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,VV_minus_VH_db,NDVI,1886,-0.08541028908306715,-0.03558862287101943
2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,VV_minus_VH_db,NDWI,1886,0.06157396769162732,0.019020699029278974
2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,VV_minus_VH_db,MNDWI,1886,-0.10956933355080237,-0.09538180787367931
2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,VV_minus_VH_db,LSWI,1886,-0.14016283679213545,-0.10784175110146989
2020|establishment|2020-05-13|ascending|15,2020,establishment,2020-05-13,2020-05-14,VV_db,NDVI,468,0.14648353236603814,0.09928860064690548
2020|establishment|2020-05-13|ascending|15,2020,establishment,2020-05-13,2020-05-14,VV_db,NDWI,468,-0.17961761181509456,-0.13107849462478882
2020|establishment|2020-05-13|ascending|15,2020,establishment,2020-05-13,2020-05-14,VV_db,MNDWI,468,-0.26163564362484076,-0.18983301337609831
2020|establishment|2020-05-13|ascending|15,2020,establishment,2020-05-13,2020-05-14,VV_db,LSWI,468,-0.18807222988986794,-0.1520195104202263
2020|establishment|2020-05-13|ascending|15,2020,establishment,2020-05-13,2020-05-14,VH_db,NDVI,468,0.22460664959349047,0.22258861234219984
2020|establishment|2020-05-13|ascending|15,2020,establishment,2020-05-13,2020-05-14,VH_db,NDWI,468,-0.24302399605679387,-0.24296055080036666
2020|establishment|2020-05-13|ascending|15,2020,establishment,2020-05-13,2020-05-14,VH_db,MNDWI,468,-0.23649452946817773,-0.2384937514024623
2020|establishment|2020-05-13|ascending|15,2020,establishment,2020-05-13,2020-05-14,VH_db,LSWI,468,-0.06087906767064839,-0.02589471636101442
2020|establishment|2020-05-13|ascending|15,2020,establishment,2020-05-13,2020-05-14,VV_minus_VH_db,NDVI,468,-0.07519917242417744,-0.10424394019267616
2020|establishment|2020-05-13|ascending|15,2020,establishment,2020-05-13,2020-05-14,VV_minus_VH_db,NDWI,468,0.05860736459564419,0.09218408978708124
2020|establishment|2020-05-13|ascending|15,2020,establishment,2020-05-13,2020-05-14,VV_minus_VH_db,MNDWI,468,-0.03653464363091375,0.027369740801420957
2020|establishment|2020-05-13|ascending|15,2020,establishment,2020-05-13,2020-05-14,VV_minus_VH_db,LSWI,468,-0.139472344311089,-0.13176569560602286
2020|establishment|2020-05-17|descending|66,2020,establishment,2020-05-17,2020-05-16,VV_db,NDVI,242,0.11098673889008757,0.17354863865614525
2020|establishment|2020-05-17|descending|66,2020,establishment,2020-05-17,2020-05-16,VV_db,NDWI,242,-0.12344182330350487,-0.19097593987572614
2020|establishment|2020-05-17|descending|66,2020,establishment,2020-05-17,2020-05-16,VV_db,MNDWI,242,-0.21032886902511758,-0.24148310719415964
2020|establishment|2020-05-17|descending|66,2020,establishment,2020-05-17,2020-05-16,VV_db,LSWI,242,-0.056932141139489516,0.025375935472754286
2020|establishment|2020-05-17|descending|66,2020,establishment,2020-05-17,2020-05-16,VH_db,NDVI,242,0.3961598172655842,0.45897806176946127
2020|establishment|2020-05-17|descending|66,2020,establishment,2020-05-17,2020-05-16,VH_db,NDWI,242,-0.40477878203103684,-0.469522332592872
2020|establishment|2020-05-17|descending|66,2020,establishment,2020-05-17,2020-05-16,VH_db,MNDWI,242,-0.34526062504452887,-0.2999605002622732
2020|establishment|2020-05-17|descending|66,2020,establishment,2020-05-17,2020-05-16,VH_db,LSWI,242,0.15441929810733473,0.26871802817986645
2020|establishment|2020-05-17|descending|66,2020,establishment,2020-05-17,2020-05-16,VV_minus_VH_db,NDVI,242,-0.3419986578619125,-0.3381859163325277
2020|establishment|2020-05-17|descending|66,2020,establishment,2020-05-17,2020-05-16,VV_minus_VH_db,NDWI,242,0.3405327376388639,0.33929512654522087
2020|establishment|2020-05-17|descending|66,2020,establishment,2020-05-17,2020-05-16,VV_minus_VH_db,MNDWI,242,0.19728559659479328,0.13114632641855076
2020|establishment|2020-05-17|descending|66,2020,establishment,2020-05-17,2020-05-16,VV_minus_VH_db,LSWI,242,-0.22218642206867514,-0.22324972343833155
2020|late_season|2020-08-29|ascending|15,2020,late_season,2020-08-29,2020-08-29,VV_db,NDVI,0,,
2020|late_season|2020-08-29|ascending|15,2020,late_season,2020-08-29,2020-08-29,VV_db,NDWI,0,,
2020|late_season|2020-08-29|ascending|15,2020,late_season,2020-08-29,2020-08-29,VV_db,MNDWI,0,,
2020|late_season|2020-08-29|ascending|15,2020,late_season,2020-08-29,2020-08-29,VV_db,LSWI,0,,
2020|late_season|2020-08-29|ascending|15,2020,late_season,2020-08-29,2020-08-29,VH_db,NDVI,0,,
2020|late_season|2020-08-29|ascending|15,2020,late_season,2020-08-29,2020-08-29,VH_db,NDWI,0,,
2020|late_season|2020-08-29|ascending|15,2020,late_season,2020-08-29,2020-08-29,VH_db,MNDWI,0,,
2020|late_season|2020-08-29|ascending|15,2020,late_season,2020-08-29,2020-08-29,VH_db,LSWI,0,,
2020|late_season|2020-08-29|ascending|15,2020,late_season,2020-08-29,2020-08-29,VV_minus_VH_db,NDVI,0,,
2020|late_season|2020-08-29|ascending|15,2020,late_season,2020-08-29,2020-08-29,VV_minus_VH_db,NDWI,0,,
2020|late_season|2020-08-29|ascending|15,2020,late_season,2020-08-29,2020-08-29,VV_minus_VH_db,MNDWI,0,,
2020|late_season|2020-08-29|ascending|15,2020,late_season,2020-08-29,2020-08-29,VV_minus_VH_db,LSWI,0,,
