"workbook","sheet","row","column","displayed_value","raw_value","formula","number_format"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","1","1","YIELD AND PRODUCT QUALITY","YIELD AND PRODUCT QUALITY","YIELD AND PRODUCT QUALITY","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","1","Date","Date","Date","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","2","Plot","Plot","Plot","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","3","Location","Location","Location","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","4","Rice grain yield at 14% humidity (t/ha)","Rice grain yield at 14% humidity (t/ha)","Rice grain yield at 14% humidity (t/ha)","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","5","Straw yield if sold (t/ha)","Straw yield if sold (t/ha)","Straw yield if sold (t/ha)","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","6","Yield comp
Nº panic/m2","Yield comp
Nº panic/m2","Yield comp
Nº panic/m2","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","7","Yield comp
Nº of grains by panicle","Yield comp
Nº of grains by panicle","Yield comp
Nº of grains by panicle","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","8","Yield comp
Weight of 1000 grains at 14% hum (g)","Yield comp
Weight of 1000 grains at 14% hum (g)","Yield comp
Weight of 1000 grains at 14% hum (g)","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","9","Yield comp Harvest Index
","Yield comp Harvest Index
","Yield comp Harvest Index
","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","10","Yield comp
Sterility (%)","Yield comp
Sterility (%)","Yield comp
Sterility (%)","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","11","Milled rice yield (%)","Milled rice yield (%)","Milled rice yield (%)","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","12","Head rice yield (%)","Head rice yield (%)","Head rice yield (%)","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","13","Yield comp
Chalkiness (%)","Yield comp
Chalkiness (%)","Yield comp
Chalkiness (%)","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","14","Yield comp
Damaged kernels (%)","Yield comp
Damaged kernels (%)","Yield comp
Damaged kernels (%)","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","15","As(III) μg kg-1","As(III) μg kg-1","As(III) μg kg-1","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","16","DMA(V) μg kg-1","DMA(V) μg kg-1","DMA(V) μg kg-1","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","17","MMA(V) μg kg-1","MMA(V) μg kg-1","MMA(V) μg kg-1","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","18","As(V) μg kg-1","As(V) μg kg-1","As(V) μg kg-1","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","19","As TOT μg kg-1","As TOT μg kg-1","As TOT μg kg-1","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","20","Cadmium of rice grain (μg kg-1)","Cadmium of rice grain (μg kg-1)","Cadmium of rice grain (μg kg-1)","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","21","N % content (grain)","N % content (grain)","N % content (grain)","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","2","22","N % content (straw)","N % content (straw)","N % content (straw)","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","3","1","10/8/2019","43746","43746","m/d/yyyy"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","3","2","CASTELLO D'AGOGNA","CASTELLO D'AGOGNA","CASTELLO D'AGOGNA","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","3","3","17","17","17","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","3","4","11.2","11.2237950041571","11.2237950041571","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","3","5","-","-","-","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","3","6","824","824","824","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","3","7","89","89.3888888888889","89.3888888888889","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","3","8","27.93","27.93","27.93","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","3","9","0.49","0.492574074074074","0.492574074074074","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","3","10","18.9","18.8937228091983","18.8937228091983","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","3","11","71.7","71.727972826087","71.727972826087","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","3","12","63.8","63.7559239130435","63.7559239130435","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","3","13","1.44","1.44","1.44","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","3","14","0.12","0.12","0.12","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","3","21","1.48","1.482023954","1.482023954","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","3","22","0.78","0.782836556434631","0.782836556434631","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","4","3","18","18","18","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","4","4","6.9","6.85369294964726","6.85369294964726","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","4","5","-","-","-","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","4","6","572","572","572","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","4","7","84","83.85","83.85","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","4","8","29.34","29.34","29.34","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","4","9","0.57","0.565227722772277","0.565227722772277","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","4","10","8.8","8.76565295169946","8.76565295169946","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","4","11","71.9","71.9243673913043","71.9243673913043","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","4","12","57.3","57.264852173913","57.264852173913","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","4","13","0.96","0.96","0.96","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","4","14","0.64","0.64","0.64","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","4","21","1.58","1.57733261585236","1.57733261585236","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","4","22","0.97","0.97","0.97","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","5","3","19","19","19","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","5","4","10.7","10.7189566637687","10.7189566637687","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","5","5","-","-","-","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","5","6","795","794.666666666667","794.666666666667","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","5","7","93","93.2","93.2","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","5","8","28.57","28.57","28.57","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","5","9","0.56","0.555281879194631","0.555281879194631","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","5","10","14.4","14.431330472103","14.431330472103","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","5","11","71.5","71.5055108695652","71.5055108695652","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","5","12","61.9","61.9292445652174","61.9292445652174","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","5","13","2.56","2.56","2.56","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","5","14","0.56","0.56","0.56","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","5","21","1.51","1.50680983066559","1.50680983066559","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","5","22","0.85","0.853320360183716","0.853320360183716","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","6","3","20","20","20","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","6","4","12.1","12.1011042755176","12.1011042755176","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","6","5","-","-","-","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","6","6","839","838.666666666667","838.666666666667","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","6","7","94","93.6","93.6","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","6","8","27.91","27.91","27.91","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","6","9","0.51","0.513988304093567","0.513988304093567","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","6","10","16.7","16.6666666666667","16.6666666666667","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","6","11","71.7","71.7300211956522","71.7300211956522","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","6","12","64.1","64.1055785326087","64.1055785326087","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","6","13","1.88","1.88","1.88","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","6","14","0","0","0","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","6","15","128","127.976144657959","127.976144657959","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","6","16","73","72.7233356228381","72.7233356228381","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","6","17","<0,5","<0,5","<0,5","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","6","18","5","5.10132555251217","5.10132555251217","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","6","19","205","205.103421612217","205.103421612217","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","6","20","9","8.77527066269506","8.77527066269506","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","6","21","1.49","1.49408602714539","1.49408602714539","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","6","22","0.98","0.98421323299408","0.98421323299408","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","7","3","21","21","21","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","7","4","10.8","10.7939276953895","10.7939276953895","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","7","5","-","-","-","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","7","6","828","828","828","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","7","7","93","93.3","93.3","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","7","8","27.96","27.96","27.96","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","7","9","0.52","0.515627329192547","0.515627329192547","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","7","10","18.8","18.7566988210075","18.7566988210075","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","7","11","72.5","72.4655391304348","72.4655391304348","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","7","12","64.5","64.4854573369565","64.4854573369565","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","7","13","2.12","2.12","2.12","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","7","14","0.4","0.4","0.4","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","7","21","1.34","1.33786380290985","1.33786380290985","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","7","22","1.13","1.13","1.13","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","8","3","22","22","22","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","8","4","6.0","5.95670288714125","5.95670288714125","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","8","5","-","-","-","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","8","6","575","574.666666666667","574.666666666667","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","8","7","83","83.15","83.15","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","8","8","28.85","28.85","28.85","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","8","9","0.56","0.564255813953488","0.564255813953488","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","8","10","10.2","10.1623571858088","10.1623571858088","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","8","11","71.8","71.840058423913","71.840058423913","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","8","12","52.0","51.9830855978261","51.9830855978261","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","8","13","0.32","0.32","0.32","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","8","14","0.24","0.24","0.24","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","8","21","1.40","1.39528381824493","1.39528381824493","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","8","22","0.92","0.920721650123596","0.920721650123596","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","9","3","23","23","23","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","9","4","10.7","10.723011425164","10.723011425164","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","9","5","-","-","-","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","9","6","717","717.333333333333","717.333333333333","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","9","7","86","86.35","86.35","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","9","8","29.03","29.03","29.03","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","9","9","0.57","0.566427586206896","0.566427586206896","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","9","10","15.1","15.0550086855819","15.0550086855819","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","9","11","71.8","71.8295869565217","71.8295869565217","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","9","12","61.9","61.8856019021739","61.8856019021739","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","9","13","1.08","1.08","1.08","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","9","14","0.88","0.88","0.88","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","9","21","1.21","1.20645260810852","1.20645260810852","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","9","22","0.73","0.730515241622925","0.730515241622925","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","10","3","24","24","24","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","10","4","11.4","11.3790820657673","11.3790820657673","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","10","5","-","-","-","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","10","6","812","812","812","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","10","7","85","84.5","84.5","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","10","8","28.12","28.12","28.12","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","10","9","0.47","0.473473053892216","0.473473053892216","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","10","10","18.3","18.2840236686391","18.2840236686391","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","10","11","71.6","71.607191576087","71.607191576087","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","10","12","63.6","63.6201766304348","63.6201766304348","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","10","13","2.52","2.52","2.52","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","10","14","0.4","0.4","0.4","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","10","15","122","122.383020648587","122.383020648587","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","10","16","51","50.7619894449638","50.7619894449638","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","10","17","<0,5","<0,5","<0,5","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","10","18","4","4.35203673002096","4.35203673002096","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","10","19","183","183","183","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","10","20","12","11.5285524597636","11.5285524597636","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","10","21","1.31","1.31373298168182","1.31373298168182","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","10","22","0.72","0.722837924957275","0.722837924957275","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","11","3","25","25","25","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","11","4","10.0","9.98830845162964","9.98830845162964","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","11","5","-","-","-","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","11","6","779","778.666666666667","778.666666666667","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","11","7","101","100.65","100.65","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","11","8","28.06","28.06","28.06","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","11","9","0.48","0.481509554140127","0.481509554140127","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","11","10","13.1","13.1147540983607","13.1147540983607","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","11","11","71.5","71.4870529891304","71.4870529891304","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","11","12","62.7","62.7393285326087","62.7393285326087","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","11","13","1.24","1.24","1.24","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","11","14","0.32","0.32","0.32","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","11","21","1.09","1.09","1.09","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","11","22","0.98","0.976763606071472","0.976763606071472","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","12","3","26","26","26","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","12","4","7.8","7.79832845007698","7.79832845007698","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","12","5","-","-","-","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","12","6","563","562.666666666667","562.666666666667","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","12","7","83","83.4210526315789","83.4210526315789","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","12","8","29.52","29.52","29.52","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","12","9","0.57","0.569906542056075","0.569906542056075","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","12","10","7.0","7.00315457413249","7.00315457413249","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","12","11","72.3","72.322285326087","72.322285326087","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","12","12","58.7","58.7304179347826","58.7304179347826","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","12","13","0.20","0.2","0.2","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","12","14","0.08","0.08","0.08","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","12","21","1.32","1.32293677330017","1.32293677330017","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","12","22","0.73","0.733858466148376","0.733858466148376","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","13","3","27","27","27","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","13","4","10.3","10.3108906554606","10.3108906554606","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","13","5","-","-","-","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","13","6","745","745.333333333333","745.333333333333","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","13","7","87","87.3333333333333","87.3333333333333","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","13","8","28.74","28.74","28.74","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","13","9","0.56","0.556328767123288","0.556328767123288","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","13","10","14.1","14.0676117775354","14.0676117775354","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","13","11","71.5","71.4713293478261","71.4713293478261","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","13","12","62.8","62.7994815217391","62.7994815217391","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","13","13","1.28","1.28","1.28","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","13","14","0.32","0.32","0.32","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","13","21","1.46","1.46373295783997","1.46373295783997","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","13","22","0.77","0.768968820571899","0.768968820571899","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","14","3","28","28","28","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","14","4","11.1","11.1320511623913","11.1320511623913","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","14","5","-","-","-","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","14","6","865","865.333333333333","865.333333333333","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","14","7","98","98.45","98.45","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","14","8","28.44","28.44","28.44","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","14","9","0.53","0.532263473053892","0.532263473053892","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","14","10","16.4","16.3534789233113","16.3534789233113","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","14","11","71.7","71.7350111413044","71.7350111413044","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","14","12","62.8","62.8454078804348","62.8454078804348","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","14","13","1.28","1.28","1.28","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","14","14","0.2","0.2","0.2","General"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","14","15","125","125.253268233981","125.253268233981","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","14","16","51","50.554600215836","50.554600215836","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","14","17","<0,5","<0,5","<0,5","0.0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","14","18","4","3.78538555559432","3.78538555559432","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","14","19","174","173.679060665362","173.679060665362","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","14","20","19","18.7419316474035","18.7419316474035","0"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","14","21","1.03","1.03","1.03","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","14","22","0.60","0.604610085487366","0.604610085487366","0.00"
"MEDWATERICE DMP_CS1_ITALY_AWD_2019.xlsx","Yield+product","15","3","29","29","29","General"
