station,year,ff_10,ff10_anom,gw_x,gw_y,gwb,gw_m1,gw_m2,gw_m3,gw_m4,gw_m5,gw_m6,gw_m7,gw_m8,gw_m9,gw_m10,gw_m11,gw_m12,gw_janfeb,gw_prevaut,P1,P2,P3,P4,P5,P6,T1,T2,T3,T4,T5,T6,P_J2,T_J2,P_J3,T_J3,P_J4,T_J4,P_J5,T_J5,P_J6,T_J6,gw_prevaut_anom,gw_janfeb_anom,gw_m3_anom,gw_m4_anom,gw_m5_anom,gw_m6_anom
PO018003NR0009,2008,0.2587886019272887,0.1078532723452678,477798.0,5014771.0,GWB ISS MPP,,,,,,,,,,,,,,,130.83186901889184,39.39615550703195,15.800958442220082,128.65984179289356,110.22756932472811,87.38601866362357,2.9546714248782737,5.042855377825875,9.54731162271829,12.53975900037794,18.262201599849263,21.895737943677968,170.2280245259238,3.9456739788195083,186.02898296814388,5.875126945051312,314.68882476103744,7.541284958882969,424.91639408576555,9.742267845438962,512.3024127493891,11.75665515453935,,,,,,
PO018003NR0009,2009,0.2788437144629462,0.1279083848809253,477798.0,5014771.0,GWB ISS MPP,,,,,,,,,,,,,,,73.3284453998601,92.28458759554512,104.70067901070772,194.68888666687,19.581808554638442,18.685146458569843,-0.8964370817349429,3.5785997288376086,9.211708796233687,14.140862220542864,20.781727521472874,22.881574237268765,165.6130329954052,1.2273092012486408,270.31371200611295,3.977491283965713,465.0025986729829,6.518334018110001,484.58440722762134,9.446580366482511,503.26955368619116,11.673374930701225,,,,,,
PO018003NR0009,2010,0.2122044826885086,0.0612691531064877,477798.0,5014771.0,GWB ISS MPP,,,,,,,,,,,,,,,60.23518253882781,144.90287877999577,78.68591856045336,68.40814042237682,146.59471407894685,61.50300335263637,-0.8642424166532371,1.896563216059975,6.465990910510458,12.393915718852476,16.050847144575723,20.755539741690917,205.1380613188236,0.44597042599032116,283.823979879277,2.5195330373250346,352.2321203016538,4.988128707706895,498.82683438060064,7.259282823885265,560.329837733237,9.496231484295041,,,,,,
PO018003NR0009,2011,0.1370044385380653,-0.0139308910439555,477798.0,5014771.0,GWB ISS MPP,,,,,,,,,,,,,,,15.936359232570624,64.55003705436934,137.27049494493428,16.860203669194604,12.698105562370419,139.53118989095847,,,9.07674323355619,16.046779387915713,19.650259801053952,21.501396557031477,80.48639628693996,,217.75689123187425,,234.61709490106887,,247.31520046343928,,386.8463903543977,,,,,,,
PO018003NR0009,2012,0.2148347344625641,0.0638994048805432,477798.0,5014771.0,GWB ISS MPP,,,,,,,,,,,,,,,32.83354931370876,4.894572585428976,38.258455089983656,104.69803328579762,75.67369487806234,52.882855495306465,1.9962107841565602,0.8929636744057483,11.941344825027503,12.764434586546042,18.238434884752685,23.549836650203666,37.72812189913773,1.4726358846138021,75.98657698912139,5.078524519645188,180.684610274919,7.000002036370402,256.35830515298136,9.307229972131003,309.2411606482878,11.667883012695533,,,,,,
PO018003NR0009,2013,0.2371656575049263,0.0862303279229054,477798.0,5014771.0,GWB ISS MPP,,,,,,,,,,,,,,,31.017149775909374,19.23480253750648,150.07417878806382,77.67054433068355,145.83653320745765,16.533974112074183,3.000061757285815,2.695067764321842,6.871290973562888,13.382637282339704,16.368850213848457,21.927942804673787,50.251952313415856,2.855318845370709,200.3261311014797,4.238598133970237,277.9966754321632,6.5246079210626045,423.83320863962086,8.545611305674269,440.36718275169505,10.76367729998358,,,,,,
PO018003NR0009,2014,0.1673523965795247,0.0164170669975038,477798.0,5014771.0,GWB ISS MPP,,,,,,,,,,,,,,,152.83631871853314,139.79437757633528,83.5745737241404,84.48619901507382,16.83301328780269,65.37431446500291,4.649454811677536,6.260191071846426,10.388136887653332,14.20549364558571,17.274610620918256,21.960462435373685,292.6306962948684,5.41387201989328,376.2052700190088,7.12722991878841,460.6914690340826,8.896795850487734,477.52448232188533,10.616744578192014,542.8987967868883,12.496918808664114,,,,,,
PO018003NR0009,2015,0.1191746956885171,-0.0317606338935037,477798.0,5014771.0,GWB ISS MPP,,,,,,,,,,,,,,,41.901216081913105,68.56616751876199,54.04439793573542,69.78503921653756,65.56966279628682,28.04058437938427,3.4993076331171653,4.228554333325214,9.614750062015975,13.769876787534713,18.60041229799391,22.646812779311205,110.46738360067509,3.845390812876917,164.51178153641052,5.832614554247037,234.29682075294807,7.816930112568956,299.8664835492349,10.030757581099907,327.90706792861914,12.121816453731615,,,,,,
PO018003NR0009,2016,0.1030903978371744,-0.0478449317448464,477798.0,5014771.0,GWB ISS MPP,2.26,2.18,2.06,2.04,0.87,0.75,0.38,0.7,1.62,1.9,2.135,2.03,2.2199999999999998,,15.070798676681529,101.08406147418845,43.17708316800731,14.40138815422295,102.05093275323765,45.938829754267,3.268340766106597,6.501079972406894,9.14330028760806,14.759107620721851,16.929046840662846,21.58375486121659,116.15486015086998,4.802522084350806,159.33194331887728,6.297679021028305,173.73333147310024,8.413036170951692,275.7842642263379,10.161356242216895,321.72309398060486,12.054571482935078,,0.09499999999999975,-0.06499999999999995,0.07666666666666688,-0.5991666666666665,-0.06500000000000006
PO018003NR0009,2017,0.0762983020646479,-0.0746370275173729,477798.0,5014771.0,GWB ISS MPP,2.16,2.18,2.18,2.05,1.6949999999999998,0.65,0.61,1.15,1.65,1.92,2.02,2.07,2.17,2.0566666666666666,0.19274842332675796,42.77270883570611,49.88040611096619,34.86108354477269,65.83670127851634,53.97442995303483,1.0531277401644206,5.694787339726278,11.382967490677702,14.226921480586658,18.261694833827153,23.76143328052531,42.96545725903287,3.2559492450412346,92.84586336999905,6.055255529649352,127.70694691477175,8.098172017383678,193.5436481932881,10.184723059170086,247.51807814632292,12.435006521273161,0.14233333333333364,0.04499999999999993,0.05500000000000016,0.08666666666666667,0.22583333333333333,-0.16500000000000004
PO018003NR0009,2018,0.1604203525491407,0.0094850229671198,477798.0,5014771.0,GWB ISS MPP,2.08,2.1,1.7,1.2,1.9,0.56,0.8,0.62,1.62,2.21,1.64,2.0,2.09,1.97,30.62502103381687,23.204927110471193,92.4407865134927,86.59306117653705,109.56042992420531,17.009028790321295,4.486194044217615,3.2283952336533024,6.824048674356032,15.12378499024451,18.520518958333163,22.7875438453715,53.82994814428807,3.8892725747972627,146.27073465778076,4.900139897978617,232.8637958343178,7.45605117104509,342.4242257585231,9.727564425388998,359.4332545488444,11.892201898314275,0.055666666666666975,-0.03500000000000014,-0.42500000000000004,-0.7633333333333332,0.4308333333333334,-0.255
PO018003NR0009,2019,0.0630504461272302,-0.0878848834547906,477798.0,5014771.0,GWB ISS MPP,2.13,2.2,2.28,2.4,1.64,0.69,0.56,0.35,1.58,1.93,1.41,1.7,2.165,1.9249999999999998,2.823140839850479,17.78551779203693,3.770434121318367,81.21510236556351,68.90674785229955,2.038184965108629,1.480021815302858,5.054263745092176,10.150709183926198,12.996344540899898,15.19742649616774,24.06473268644735,20.60865863188741,3.1762722226605002,24.379092753205775,5.578578287096463,105.59419511876928,7.433019850547322,174.5009429710688,9.027037108919727,176.53912793617744,11.519472840001653,0.010666666666666824,0.040000000000000036,0.1549999999999998,0.43666666666666676,0.1708333333333334,-0.1250000000000001
PO018003NR0009,2020,0.0484106703534183,-0.1025246592286025,477798.0,5014771.0,GWB ISS MPP,1.98,2.03,2.15,1.78,0.98,0.69,0.43,0.55,1.58,2.0,1.9,1.55,2.005,1.67,8.851462381581536,5.486369009964579,52.97778105456512,52.13802421033594,117.7403447929168,56.922778144903226,2.83061844590798,6.717684358086709,8.70532083609842,13.897484058287446,18.82604110794442,21.411330685453606,14.337831391546114,4.675327692365682,67.31561244611123,6.063436441873625,119.45363665644717,8.021948345977082,237.19398144936397,10.240007124924018,294.1167595942672,12.091607715067044,-0.24433333333333307,-0.1200000000000001,0.02499999999999991,-0.18333333333333313,-0.4891666666666665,-0.1250000000000001
PO018003NR0009,2021,0.0364557233643395,-0.1144796062176813,477798.0,5014771.0,GWB ISS MPP,1.92,2.28,2.38,2.31,1.73,1.55,0.64,0.92,1.87,2.14,2.19,2.34,2.0999999999999996,1.95,61.43718881227918,39.20311905018934,6.088288448646035,48.23961757889172,48.11136119723301,9.160615065917575,2.3162864505651735,6.692095496564737,8.919395475437492,11.858740419203993,16.613601621707428,23.59063495961156,100.64030786246852,4.392941591039542,106.72859631111456,5.952053484554391,154.96821389000627,7.428725218216791,203.07957508723928,9.314362095754603,212.24019015315685,11.68059516711211,0.03566666666666696,-0.025000000000000355,0.2549999999999999,0.3466666666666669,0.2608333333333335,0.735
PO0180130U0005,2008,0.0427175306559513,0.0222976779694906,523764.0,5000838.0,GWB ISS MPTLS,11.6,11.88,11.95,11.8,11.5,11.26,11.1,10.65,11.1,11.8,10.65,11.25,11.74,,109.49893754283792,26.34148993680408,11.268783753764723,97.42323440773882,89.78759703200431,69.32825562114053,4.049537696540731,6.788716693408877,10.915151275582716,13.637332713081996,19.023171754091475,22.852132182268036,135.84042747964202,5.349487050986631,147.10921123340674,7.266549172791949,244.53244564114556,8.859245057864461,334.3200426731499,10.945879015368021,403.6482982942904,12.919291142478523,,0.06727272727272648,0.17090909090909,0.0931818181818187,-0.2270000000000003,0.07333333333333236
PO0180130U0005,2009,0.0285991303833961,0.0081792776969354,523764.0,5000838.0,GWB ISS MPTLS,,,,,,,,,,,,,,11.225000000000001,55.09212133219954,94.63853947544557,91.3690840805242,118.15048190028907,8.615231751727542,33.036339114386536,1.8629818875509945,5.553587884729675,10.765063748897864,15.054627273394063,21.313932966206,23.45552524822164,149.7306608076451,3.6144559201103683,241.0997448881693,6.077443061137172,359.25022678845835,8.321739114201396,367.8654585401859,10.989010699712274,400.9017976545724,13.05528382929946,0.05600000000000094,,,,,
PO0180130U0005,2010,0.0335410401671616,0.0131211874807009,523764.0,5000838.0,GWB ISS MPTLS,11.38,11.45,11.42,11.55,11.6,11.15,11.5,,10.9,10.92,11.0,11.6,11.415,,64.01713179455345,132.5920203977976,65.94317303557393,54.90179050542002,162.12708149581687,54.54112672219046,1.426536288224273,3.5557387754742535,8.095997367728392,13.063316997525643,16.48826901430996,21.320718358910916,196.60915219235105,2.437005265224264,262.552325227925,4.386213656086797,317.454115733345,6.555489491446508,479.5811972291619,8.594669393491325,534.1223239513523,10.703959277262525,,-0.2577272727272746,-0.35909090909090935,-0.1568181818181813,-0.12700000000000067,-0.03666666666666707
